id,title,description,link,image_link,price,brand,availability,condition,google_product_category
"chopard-vanille-de-madagascar","Chopard Vanille de Madagascar","Hương đầu: Trà, Cam Bergamot, Hoa cam.Hương giữa: Vanilla Madagascar, Đường Caramel.Hương cuối: Cỏ hương bài từ Haiti, Gỗ tuyết tùng.Nếu bạn đã quen với những chai nước hoa lấy chủ điểm là Vanilla thân quen trong dòng nước hoa đại chúng, ắt hẳn bạn sẽ thấy mùi hương Vanilla của Chopard có đôi chút lạ lẫm. Không ngọt lịm hay béo ngậy, mà thay vào đó là một thứ hương thơm đem tới tinh thần của bột Vanilla thuần túy, mộc mạc, vẫn ngọt, nhưng được mô phỏng theo một cách chừng mực hơn.Chopard Vanille de Madagascar mở đầu bằng sự tươi sáng của Hoa cam, một chút ngọt dịu, ẩm, hòa lẫn cùng vị thanh thanh quen thân của Bergamot. Vanilla có lẽ đứng đằng sau đó, ngọt, nhưng mang theo những làn gió mộc mạc, hơi phấn một chút, đi kèm với vị khô được thổi hồn vào bằng hơi ấm của Gỗ. Đường Caramel không xuất hiện quá nhiều, mà đi cùng với Vanilla tạo nên hiệu ứng “cháy xém” cho thứ gia vị đắt đỏ đầy quyến rũ này. Vanilla trong mùi hương này khá lạ, không rõ ràng và rành mạch như những thứ Vanilla mà chúng ta từng thưởng thức, bởi đôi lúc nó ngọt, đôi khi lại xanh tươi như Lá trà, khi lại khô phấn như một thanh gỗ khô, trên mỗi tấm da mà nó được phủ lên.Vanille de Madagascar đem tới cho chúng ta một thứ Vanilla rất lạ, nhưng lại thư thái, dễ chịu để ta thả lỏng mình mà đắm chìm vào mùi hương thú vị này của Chopard.","https://namperfume.net/products/chopard-vanille-de-madagascar","https://product.hstatic.net/1000340570/product/5d8435af62d54b3499dc5de48067030c_158d045bd21c4b28bde4b66e23935884_grande.jpg",5350000 VND,"Chopard","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"viktor-rolf-bonbon-couture","Viktor & Rolf Bonbon Couture","Hương đầu: Quả đào, Quả quýt, Neroli.Hương giữa: Caramel, Hoa cam, Hoa nhài.Hương cuối: Vanilla, Hoa thuốc lá, Hoắc hương, Gỗ đàn hương.Có thể nói, dòng Bonbon của Viktor &amp; Rolf được sinh ra là để thỏa lòng các quý cô hảo ngọt, vì bản thân những mùi hương được tạo ra để giống như một chiếc kẹo, từ mùi hương tới ngoại hình. Viktor &amp; Rolf Bonbon Couture cũng vậy, khi được thừa hưởng trọn vẹn DNA của người chị đi trước, đó là sự điệu đà, ngọt ngào và trẻ trung.Nói là thừa hưởng trọn vẹn, bởi thật sự Bonbon Couture không có sự khác biệt nào nổi bật so với Bonbon phiên bản gốc. Vẫn là một trái Đào căng mịn được bỏ thêm cái tươi mát của Cam chanh, dần dà đưa ta vào với Caramel ngọt ngào được điểm thêm những đường nét nữ tính uyển chuyển bằng hoa trắng. Sự khác biệt chỉ được cảm nhận rõ ràng ở giai đoạn cuối của mùi hương, khi Bonbon Couture có một lớp Vanilla dày hơn, ngậy béo và tạo nên những rung cảm ấm áp cho một buổi tối mát mẻ.Được đánh giá là bám sát với phiên bản gốc, tuy nhiên cũng có những sự thay đổi để tạo nên những điều mới lạ, Bonbon Couture sẽ là một lựa chọn an toàn dành cho những quý cô trẻ trung yêu thích mùi hương ngọt ngào.","https://namperfume.net/products/viktor-rolf-bonbon-couture","https://product.hstatic.net/1000340570/product/155d404b69af4e2e9658de327daa59b9_d9fd94c58a714385a3b2d382a58f7698_grande.jpg",3500000 VND,"Viktor & Rolf","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"dolce-gabbana-dolce-shine-for-women","Dolce & Gabbana Dolce Shine For Women","Hương đầu: Quả xoài, Quả mộc qua, Quả bưởiHương giữa: Hoa huệ, Hoa nhài, Hoa cam, Hương mặt trời, Muối biển, Hương OzonicHương cuối: Xạ hương trắng, Gỗ trắng, Gỗ đàn hương Úc.Đúng như tên gọi, Dolce Shine For Women của Dolce &amp; Gabbana tỏa sáng như ánh nắng sớm mai rất ấm áp và dịu dàng.Mở đầu bằng chút vị chua của Quả bưởi kết hợp với vị ngọt từ Quả xoài cùng với Quả mộc qua thanh mát đã giúp khứu giác của bạn cảm nhận được sự kết hợp vô cùng mới mẻ này một cách nhanh chóng. Khu vườn ngập hương hoa dần mở ra và lan tỏa khắp nơi cùng với Hương mặt trời, Muối biển và Hương Ozonic như thổi vào đấy một làn gió mùa xuân, khoảnh khắc chuyển mùa đẹp nhất trong năm. Xạ hương trắng tinh khiết đi cùng Gỗ, mang đến vẻ đẹp sâu lắng và vô cùng ấm áp, khiến những người xung quanh phải chú tâm vào người con gái của nữ thần mùa xuân này.Tôi đã ví đây là một chai nước hoa mang hương thơm của mùa xuân, với sắc vàng cộng hưởng cùng những hương liệu đã tạo nên một Dolce &amp; Gabbana Dolce Shine quyến rũ, tươi mới, trẻ trung và luôn tỏa sáng dưới ánh mặt trời.","https://namperfume.net/products/dolce-gabbana-dolce-shine-for-women","https://product.hstatic.net/1000340570/product/d_g-dolce-shine-edp_c54a2882b52442d0bf263058eadd1d8d_grande.jpg",2470000 VND,"Dolce & Gabbana","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"issey-miyake-a-drop-d-issey-eau-de-parfum-fraiche","Issey Miyake A Drop D'Issey Eau de Parfum Fraiche","Hương đầu: Nốt hương mưa.Hương giữa: Hoa tử đinh hương, Hương nước, Hoa hồng Damask.Hương cuối: Rêu gỗ, Ambrox Super (Long diên hương), Gỗ tuyết tùng Virginia.Issey Miyake A Drop D'Issey Eau de Parfum Fraiche là một phiên bản tiếp nối của A Drop D’Issey, được thừa hưởng trọn vẹn thiết kế bắt mắt và ấn tượng từ phiên bản gốc của hãng. Với màu xanh của nước cùng chữ “Fraiche” trong tên gọi, A Drop D'Issey Eau de Parfum Fraiche hứa hẹn sẽ là một phiên bản “giọt nước” tươi tắn và thanh thoát hơn đến từ Issey Miyake.A Drop D'Issey Eau de Parfum Fraiche mở đầu bằng một cơn mưa, nương mưa nhẹ nhàng, ẩm ướt và tươi mát, mang theo những rung động từ thiên nhiên của đất, của cỏ cây, hòa quyện với nước - nốt hương từ nhiều năm nay đã được coi như là một DNA của Issey Miyake. Tử đinh hương khoan thai theo sau, hoà với làn mưa phảng phất, với mùi hương đặc trưng mà ta hay liên tưởng tới Sữa và Hạnh nhân, vấn vương quanh khứu giác rồi từ từ lớn lên. A Drop D'Issey Eau de Parfum Fraiche không thấm đẫm hương hoa giống như phiên bản gốc, mà ẩm hơn, và như vườn hoa đó và được phủ dưới cơn mưa. Hoa nhường lại chút đất diễn cho những nguyên tố gốc nước, cùng nhau sải bước xuyên suốt chiều dài của A Drop D'Issey Eau de Parfum Fraiche.Có thể thấy, A Drop D'Issey Eau de Parfum Fraiche là một phiên bản tiếp nối có chủ đích, khi đem tới một sắc thái khác lạ cho phiên bản gốc, bằng cái ẩm ướt của một cơn mưa rào hè bất chợt. Nếu bạn đã yêu thích A Drop D’Issey và muốn tìm kiếm một thứ mới lạ, mùi hương này ắt hẳn sẽ là một lựa chọn cực kỳ thú vị dành cho bạn.","https://namperfume.net/products/issey-miyake-a-drop-d-issey-eau-de-parfum-fraiche","https://product.hstatic.net/1000340570/product/a-drop_8b452f70433641cdb8ea58b165ab72e9_grande.jpg",3030000 VND,"Issey Miyake","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"salvatore-ferragamo-signorina-libera-mini-size","Salvatore Ferragamo Signorina Libera Mini Size","Mã hàng 110100204419 Thương hiệu Salvatore Ferragamo Xuất xứ Ý Năm phát hành 2023 Nhóm hương Hương cam bergamot, Ambroxan, Quả lê Phong cách Nhẹ nhàng, Nữ tính, Thanh lịch Chưa có mô tả cho sản phẩm này","https://namperfume.net/products/salvatore-ferragamo-signorina-libera-mini-size","https://product.hstatic.net/1000340570/product/sig-vang-mini-5ml.jpg-2_2f1637c9046e4baaa86c2b7f277971d7_grande.jpg",32000000 VND,"Salvatore Ferragamo","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"etienne-aigner-debut","Etienne Aigner Debut
                
  								Nữ","Mã hàng 110100203678 Thương hiệu Etienne Aigner Xuất xứ Pháp Năm phát hành 2013 Nhóm hương Tinh dầu lá chanh, Hoa cam, Hoắc hương Phong cách Nữ tính, Thanh lịch, Nhẹ nhàng Hương đầu: Hoa cam, Quả bưởi, Táo xanh, Cam quýt, Cam bergamotHương giữa: Hoa cam, Hoa nhài, Hoa súng, Hoa hướng dươngHương cuối: Hoắc hương, Xạ hương trắng, Tuyết tùng, Rêu sồi, VanillaTất cả những gì tôi có thể miêu tả về Etienne Aigner Debut đó chính là ""vừa vặn"". Thật ra rất khó để làm ra một hương thơm trông có vẻ vừa vặn với tất cả những ai ngửi thấy, đủ ngát hương, đủ ấn tượng, đủ để ghi nhớ.Etienne Aigner Debut khiến người ta nhớ đến mình bởi hợp hương Hoa cỏ nhẹ nhàng đầy thanh tao. Tất cả bắt đầu với Táo xanh mọng ngọt, quyện cùng chút thanh chua của Cam quýt, thổi một luồng gió mát và đánh thức khứu giác của ta. Cơn gió ấy ngày càng đậm đà nét đẹp của Hoa, những cánh hoa trắng muốt, thanh lịch mà chỉ Nhài mới có. Cứ thế, một bó hoa trắng liên tiếp toả hương.Kết thúc bằng dư vị ngọt ngào, hơi bột nhưng đáng yêu của Vanilla, Etienne Aigner Debut không quên củng cố tổng thể mùi hương bằng chút ấm áp, dày dặn mà Tuyết tùng mang đến.","https://namperfume.net/products/etienne-aigner-debut","https://product.hstatic.net/1000340570/product/sig-vang-mini-5ml.jpg-2_2f1637c9046e4baaa86c2b7f277971d7_grande.jpg",0 VND,"Salvatore Ferragamo","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"woman-by-ralph-lauren","Woman by Ralph Lauren
                
  								Nữ","Mã hàng 110100203542 Thương hiệu Ralph Lauren Xuất xứ Mỹ Năm phát hành 2017 Nhóm hương Hoa huệ trắng, Trái lê, Hương hoa cam Phong cách Thanh lịch, Dịu dàng, Nữ tính Hương đầu: Lê, Quả lý chua đen, Cây đại hoàngHương giữa: Hoa huệ, Hoa cam, Hoa hồngHương cuối: Hạt phỉ, Đàn hương, Hương gỗTôi có rất nhiều cảm xúc khi viết về Woman by Ralph Lauren, nhưng ấy không phải là cảm xúc mà tự tôi có được, mà là từ những trải nghiệm và chia sẻ từ những người phụ nữ khác đã từng thử Woman by Ralph Lauren trên làn da. Vì không thể tóm tắt Woman trong một từ nào cụ thể, thế nên tôi nhờ bạn hãy giúp tôi làm điều đó nếu có cơ hội nhé.Woman by Ralph Lauren mô tả trọn vẹn được những khía cạnh nữ tính của người phụ nữ, và nét ""nữ tính"" ở đây không chỉ gói gọn trong sự nhẹ nhàng hay yểu điệu, nó có ý nghĩa nhiều hơn thế. Ấy có thể là sự táo bạo, đầy sắc sảo đến từ Hoa huệ nồng nàn xác thịt. Ấy cũng có thể là vẻ đẹp phương phi, hững hờ của Hoa hồng. Và ấy cũng có thể là vẻ đẹp mộc mạc, hoang dã từ hương Gỗ. Woman by Ralph Lauren không để ta ""đọc"" được liệu mùi hương này đang ""nghĩ"" gì, chúng biến hoá khó lường trong mọi giây phút.Nếu bạn là một người yêu thích hương hoa, và mong mỏi có thể thấy được những sắc thái khác biệt của hoa, cách chúng được hoà tấu đa dạng với các nét hương khác, thì Woman by Ralph Lauren sẽ là một bài toán đủ khó để khiến bạn thấy thú vị.","https://namperfume.net/products/woman-by-ralph-lauren","https://product.hstatic.net/1000340570/product/debut_fd53350ec356480ab33298aca2a12464_grande.jpg",0 VND,"Etienne Aigner","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"maison-francis-kurkdjian-oud-satin-mood","Maison Francis Kurkdjian Oud Satin Mood
                
  								Unisex","Mã hàng 110100204565 Thương hiệu Maison Francis Kurkdjian Xuất xứ Pháp Năm phát hành 2015 Nhóm hương Hương Hoa Hồng, Vanila, Trầm Hương Phong cách Thanh Lịch, Tinh Tế, Độc Đáo Hương chính: Hồng Bulgari, Hồng Thổ Nhĩ Kỳ, Vanilla, Gỗ trầm, Hoa violet, BenzoinHồng chưa bao giờ có thể lãng mạn hơn khi xuất hiện trong ấn phẩm Maison Francis Kurkjian Oud Satin Mood. Cá nhân tôi chỉ thích hoa trắng hoặc những nhóm Cam chanh tươi mát, thế nhưng Oud Satin Mood khiến tôi bất ngờ khi tạo hương vừa mạnh mẽ vừa dịu êm có thể thuyết phục một khứu giác kén chọn này.Hồng trong Oud Satin Mood chững chạc và điềm đạm, không xô bồ và cũng chẳng ""đầy gai"". Được phủ lên thêm hiệu ứng ấm áp, trầm lắng của Oud, giờ đây hợp hương này không đơn thuần chỉ quyến rũ ta mà còn ve vuốt, yêu chiều khứu giác của bất kỳ ai ngửi thấy được.Tôi hay ví von cặp đôi Hồng & Oud có một hiệu ứng mềm mịn như nhung. Tấm vải nhung đỏ thẫm, mặn mà sắc sảo mà ta phải nâng niu rất cẩn thận. Kể cả khi bạn không thích Hồng và cũng chẳng chịu Oud, thì Maison Francis Kurkjian Oud Satin Mood vẫn sẽ có cách của riêng nó để khiến bạn phải để tâm tới mà thôi.","https://namperfume.net/products/maison-francis-kurkdjian-oud-satin-mood","https://product.hstatic.net/1000340570/product/ralph-lauren-women_7e016009b7d34e5599a9e2d709e91671_grande.jpg",0 VND,"Ralph Lauren","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"maison-francis-kurkdjian-724","Maison Francis Kurkdjian 724","Hương đầu: Aldehydes, Cam BergamotHương giữa: Hoa Nhài, hoa Nhài vườn, Hoa đậuHương cuối: Xạ hương trắng, Gỗ đàn hươngTrong ánh sáng của bầu trời trong lành bên trên thành phố, hình bóng thanh lịch của 724 dần được hé lộ. Cảnh quan đô thị tấp nập và kiến ​​trúc hiện đại xung quanh đã được đưa vào mùi hương đầy tính tượng hình của 724.Tỏa sáng, rực rỡ và đầy cuốn hút, 724 mời bạn cảm nhận nhịp đập của thành phố. Ở lớp hương đầu, người ta cảm nhận được một sự kết hợp mùi hương tràn ngập sự tươi mới và hiện đại. Đó là cảm giác sạch sẽ, tươi mát tràn đầy năng lượng từ cam Bergamot của nước Ý và độ tinh xảo, hơi kim loại của Aldehydes. Tâm điểm của hương thơm này là hương thơm thoáng đãng được truyền tải bởi mùi hương nhẹ nhàng và tinh tế từ tinh chất của từng cánh hoa Nhài được nhập từ ​​Ai Cập, Hoa đậu ngọt và Cam.Ở lớp hương cuối, vũ trụ mùi hương màu trắng này mang lại cảm giác như chúng ta đang được bao bọc, nâng niu bởi sự dễ chịu nhờ sự kết hợp của 2 nốt Gỗ Đàn hương và Xạ Hương trắng.","https://namperfume.net/products/maison-francis-kurkdjian-724","https://product.hstatic.net/1000340570/product/nuoc-hoa-724_85c1221191f744faa7ef7eabe0362a76_grande.jpg",3900000 VND,"Maison Francis Kurkdjian","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"maison-francis-kurkdjian-gentle-fluidity-gold","Maison Francis Kurkdjian Gentle Fluidity Gold","Mã hàng 110100204561 Thương hiệu Maison Francis Kurkdjian Xuất xứ Pháp Năm phát hành 2019 Nhóm hương Hương Vanila, Hổ Phách, Xạ Hương Phong cách Sang Trọng, Ấm Áp, Tinh Tế Chưa có mô tả cho sản phẩm này","https://namperfume.net/products/maison-francis-kurkdjian-gentle-fluidity-gold","https://product.hstatic.net/1000340570/product/maison_francis_kurkdjian_gentle_fluidity_gold_edp_70ml_31d66a49d3a44c17b53ae190ff38847a_grande.jpeg",12200000 VND,"Maison Francis Kurkdjian","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"nuoc-hoa-nu-valentino-donna","Valentino Donna","Nốt hương đầu : Cam BergamotNốt hương giữa : Hoa Hồng, Hoa IrisNốt hương cuối : Vani, Cỏ hoắc hương, Da thuộcKhi nói đến vẻ đẹp thuần khiết, tôi lại nghĩ ngay đến Valentino Donna, hương thơm đầy nữ tính, tinh tế, kiêu kì. Tươi mát với Cam Bergamot, giống một cơn gió của mùa hè, lôi cuốn tôi vào một cuộc phiêu lưu hấp dẫn. Như được tái sinh, biến hoá bản thân mình trở thành một người phụ nữ độc lập. Mang theo đó là sự đậm đà, hương Hoa Hồng và Iris, sắp từng tầng một hài hoà với nhau tạo nên một nốt hương phấn quyến rũ đến ngây dại. Tôi ngạc nhiên, không phải bởi sự ngọt ngào của nốt hương đầu mà chính là sự ngọt ngào đầy cốt cách , thuần nữ tính, khiến ta càng cảm nhận thì lại càng yêu thương. Cổ điển pha lẫn hiện đại, hoà trộn giữa vani, da thuộc và cỏ hoắc hương, cùng nhau tạo nên điều kì diệu thật hiếm có. Valentino Donna , hương thơm của phái đẹp, của sự nữ tính , chỉ chờ đợi mọi người cùng nhau khám phá.","https://namperfume.net/products/nuoc-hoa-nu-valentino-donna","https://product.hstatic.net/1000340570/product/valentino-donna-edp-100ml_c168598e7c1d45cf96b52c3d50efc36a_grande.jpg",3380000 VND,"Valentino","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"nuoc-hoa-dsquared2-wood-edt-pour-femme","DSQUARED2 Wood for Her","Hương đầu: Cam Mandarin, Phúc bồn tử, Chi mộc lan, Hoa linh lanHương giữa: Chi mộc tê, Hoa nhàiHương cuối: Gỗ trắng, Gỗ tuyết tùng, AmbroxanWood for Her DSQUARED2 là một tác phẩm nghệ thuật rực rỡ và cực kỳ nữ tính dành riêng cho những người phụ nữ đương đại. Bằng việc sử dụng đặc tính cốt lõi từ Gỗ, nhà DSQUARED2 thực sự thành công khi đã tinh tế kết hợp từng tông hương ấm áp, nhẹ nhàng lại với nhau.Được chiết xuất vô cùng tỉ mỉ ngay từ những nốt hương đầu tiên gồm Cam Mandarin, Phúc bồn tử, Chi mộc lan và Hoa linh lan nên chỉ cần chạm nhẹ vào làn da phụ nữ, hương thơm này sẽ kéo lan khắp những vùng xung quanh. Ở tầng hương tiếp theo, những nốt hương mới dần xuất hiện, khoác trên mình vẻ khiêu gợi bằng Hoa Nhài rồi kích thích từng đợt bằng Chi mộc tê khiến nhiều gã đàn ông “càng hít càng yêu”.Dùng hết khả năng vượt trội của mình ngay khi quyến rũ được đối phương, những tông hương nồng ấm từ Gỗ trắng, Gỗ tuyết tùng hòa nhẹ cùng tinh chất Ambroxan đặc biệt hóa các nàng thành những cô “Hồng Hạc” vừa xinh đẹp vừa quyến rũ","https://namperfume.net/products/nuoc-hoa-dsquared2-wood-edt-pour-femme","https://product.hstatic.net/1000340570/product/wood_for_her_dsquared2_for_women_584c287caca74b4f967735d6a4bd4865_grande.jpg",2090000 VND,"DSQUARED2","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"parfums-de-marly-safanad","Parfums de Marly Safanad
                
  								Nữ","Mã hàng 110100203223 Thương hiệu Parfums De Marly Xuất xứ Pháp Năm phát hành 2013 Nhóm hương Hoa cam, Hương vani, Hoa hoàng lan Phong cách Sang trọng, Quyến rũ, Gợi cảm Hương đầu: Lê, CamHương giữa: Hoa Cam, Hoa Ngọc Lan Tây, Hoa Diên VĩHương cuối: Vanilla, Đàn hương, Hổ pháchKhông chỉ nổi tiếng với những siêu phẩm Layton hay Delina, thương hiệu Parfums De Marly còn đem đến cho chúng ta những mùi hương đặc biệt khác mà vẫn chưa nhiều người chú ý đến, điển hình là mùi hương cho các chị em, Safanad. Mùi hương mở ra với những đường nét ngọt ngào và cuốn hút của trái cây đến từ quả Lê căng mọng nước và đôi chút thanh tao, chua nhè nhẹ của những tép Cam. Những nốt hương đầu ấy đã gợi lên hình ảnh những cô nàng tiểu thư trẻ trung, có chút năng động.Sang tầng hương giữa. các trái quả ban đầu nhường sự chú ý, ánh nhìn lại cho các hương hoa đua nhau tỏa hương. Ở đây chúng ta có sự phong phú từ rất nhiều thần sắc và mùi hương khác nhau, sắc trắng tinh khiết trong trẻo của Hoa Cam, một chút sắc vàng sang trọng và quý phái của hoa Ngọc Lan Tây và cuối cùng là một ít mộng mơ, phấn phấn tựa của Hoa Diên Vĩ. Và cũng giống như Delina, Parfums De Marly Safanad đem lại cho chúng ta hình tượng một cô nàng có chút tiểu thư, trẻ trung nhưng vẫn giữ được phong thái sang trọng và lộng lẫy.Đi đến hồi kết, ta sẽ nhận ra cô gái nữ tính Safanad bây giờ đây không hề ""mềm mỏng"" nhờ vào tổ hợp Vanila, Gỗ Đàn Hương cùng với Hổ Phách. Vẻ ngoài bay bổng và nên thơ nhưng ẩn sâu bên trong vẫn luôn có một nguồn nội lực, dứt khoát với từng quyết định của chính mình.","https://namperfume.net/products/parfums-de-marly-safanad","https://product.hstatic.net/1000340570/product/wood_for_her_dsquared2_for_women_584c287caca74b4f967735d6a4bd4865_grande.jpg",0 VND,"DSQUARED2","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"nuoc-hoa-nu-thierry-mugler-alien","Thierry Mugler Alien","Hương đầu: Hoa nhài.Hương giữa: Hương gỗ.Hương cuối: Nhựa hổ phách.Thierry Mugler là một người có cá tính mạnh mẽ, thể hiện rõ qua tất cả những thứ ông tạo ra, từ những bộ trang phục ông đã từng thiết kế, hay những mùi hương khi chuyển sang tập trung vào Mugler Perfumes. Nước hoa của Mugler phần lớn đều được đón nhận nồng nhiệt từ người dùng, hoặc là những mùi hương được giới chuyên sâu đánh giá cao như dòng A*Men, Mirror Mirror hay đặc biệt là Les Exceptions, hoặc là thỏa mãn được nhu cầu của đại chúng và trở thành một “best-seller”. Alien là một cái tên thỏa mãn đại chúng như vậy, nổi tiếng và trở thành một di sản đặc trưng của Mugler.Alien nối tiếp sự thành công của người chị Angel đi trước và đã duy trì được danh tiếng của Thierry Mugler trong ngành nước hoa, với một thủ pháp làm hương ngược lại hoàn toàn. Alien đánh vào sự đơn giản, không phải một mùi hương ngọt ngào đầy phức tạp như Angel, mà khai thác vẻ đẹp nữ tính gợi cảm của hương thơm chỉ trong hai nốt: Hoa nhài và Nhựa hổ phách, cùng một chút xíu gia giảm bằng hương Gỗ. Alien đại diện cho sự hỗn mang đúng với màu tím huyền diệu của chai nước hoa này, với mùi hương chuyển qua lại giữa các sắc thái cảm xúc. Khi thì tươi tắn mềm mại với Nhài, khi lại gợi cảm, quyến rũ và tối màu hơn với Nhựa hương, lúc lại lơ lửng ở giữa, tạo ra cảm xúc thú vị cho người thưởng thức. Một mùi hương không phức tạp, nhưng có thái độ, ở giữa và biến chuyển qua lại, vừa ngây thơ hiền dịu mà lại rất “đàn bà”.Alien thực tế không dành cho số đông, và ai yêu thích nó thường đều đã xây dựng được những cá tính riêng về việc chọn mùi hương cho bản thân. Alien đủ đằm thắm, cũng chẳng thiếu nồng nhiệt, mạnh mẽ bung tỏa trên làn da.","https://namperfume.net/products/nuoc-hoa-nu-thierry-mugler-alien","https://product.hstatic.net/1000340570/product/thierry-mugler-alien-edp_9010014c9448420083b88dae096d9678_grande.jpg",3200000 VND,"Thierry Mugler","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"chopard-vetiver-d-haiti-au-the-vert","Chopard Vetiver d'Haiti au The Vert
                
  								Unisex","Mã hàng 110100202659 Thương hiệu Chopard Xuất xứ Thụy Sĩ, Ý Năm phát hành 2017 Nhóm hương Cỏ hương bài Haiti, Gỗ tuyết tùng, Hương gỗ Phong cách Trầm ấm, Thu hút, Sang trọng Hương đầu: Trà xanh, Hổ pháchHương giữa: Cỏ hương bài Haiti, Gỗ tuyết tùngHương cuối: Hương gỗ, Xạ hươngTrước đây chưa ai từng lấy Hổ phách để mở màn một ấn phẩm mùi hương, giờ đây thì chưa ai có thể làm điều đó mượt mà như Chopard. Như một lẽ khả dĩ, màn “chào sân"" vốn đã mạnh mẽ như thế thì đừng mong đợi sự nương tay khi ta bóc tách từng lớp hương của Vetiver d'Haiti au The Vert.Dù mùi hương ngọt đậm, mượt mà của Hổ phách đến từ tầng hương đầu rất ấn tượng, nhưng giá trị cốt lõi lại nằm ở mùi hương của Cỏ hương bài Haiti và Gỗ tuyết tùng. Thứ hương làm ta những tưởng trông sẽ khô khốc, nhưng thực chất lại ẩn chứa những mộc mạc, điềm nhiên đến lãnh đạm hiếm có. Nếu biết nói, có thể chúng sẽ nói rằng “Không phải tôi không biết, chỉ là tôi không quan tâm"".Không chọn cách làm dịu đi tổng thể khi dần đi đến đoạn kết của hành trình mùi hương, Vetiver d'Haiti au The Vert vẫn một mực giữ lớp hương Gỗ trầm ấm, kèm thêm một chút Xạ hương để bầu không khí có phần thanh thoát hơn.","https://namperfume.net/products/chopard-vetiver-d-haiti-au-the-vert","https://product.hstatic.net/1000340570/product/thierry-mugler-alien-edp_9010014c9448420083b88dae096d9678_grande.jpg",0 VND,"Thierry Mugler","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
"amouage-interlude-black-iris-man","Amouage Interlude Black Iris","Hương đầu: Cam bergamot, Hương thảo, Lá hoa tímHương giữa: Cây diên vĩ, Hổ phách, Nhũ hương, Nhựa cây, Labdanum, VanillaHương cuối: Da thuộc, Trầm hương, Hoắc hương, Đàn hương, Tuyết tùng Thước đo chuẩn mực của một người đàn ông không quan trọng ở độ dày nơi ví tiền hay độ bóng loáng của chiếc xe, mà là ở cách anh ta đối xử với người phụ nữ của mình. Nếu thế thì tôi mạn phép xin được đề cử Amouage Interlude Black Iris Man như gã trai tinh tế, lịch thiệp và lịch lãm nhất mình từng biết. Cách mà gã nâng niu khứu giác ngay trong tầng hương đầu cũng nhẹ nhàng hệt như cách gã ân cần săn sóc cô gái của mình với sự điều phối hương của Hương thảo và Lá hoa tím. Đàn bà yêu bằng tai, thế nên ai nấy cũng đổ rạp khi những lời đường mật rót ra từ miệng hắn, từ sự hoà quyện giữa các nốt hương Vanilla cùng Hổ phách. Làm sao tìm ra được sự ấm áp tương tự? Làm sao thấy được vẻ lãng du đó? Không ai khác, ngoài gã trai Amouage Interlude Black Iris Man. Ấy thế, gã may mắn là một người tử tế, nói được làm được. Vì cho đến tận phút cuối cùng thì đây vẫn là một kẻ biết quan tâm hết mực. Truyền tải những dư vị nồng nàn, quyến luyến của Da thuộc, Trầm hương và Gỗ, gã khiến đàn bà mê mệt và khiến đàn ông phải nóng mặt vì ghen tị. Có mấy ai có được vẻ đẹp của Amouage Interlude Iris Man đâu?","https://namperfume.net/products/amouage-interlude-black-iris-man","https://product.hstatic.net/1000340570/product/amouage-interlude-black-iris-man_376ab0e683ca4b85b240cf606a3d095b_grande.jpg",8640000 VND,"Amouage","in stock","new","Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne"
